Seq,DateListed,年度,類別,項目別,總計,民意代表_主管及經理人員,專業人員,技術員及助理專業人員,事務支援人員,服務及銷售工作人員,農_林_漁_牧業生產人員,技藝有關工作人員,機械設備操作及組裝人員,基層技術工及勞力工,其他,樣本數_人,母體數_人
159,"20230401","108","縣市","新竹市","100","0","12.8852956038403","8.88074785245073","3.00656897422941","42.7488630621526","0.315816068721577","10.3208691258211","5.34360788276908","15.1718039413845","1.32642748863062","215.474176729574","1979"
160,"20230401","108","縣市","嘉義市","100","0","11.2008616047388","2.85406569736134","9.96230479267636","44.1572428648358","5.22347872913301","9.31610123855681","4.20032310177706","10.9316101238557","2.15401184706516","50.3710836430464","464.25"
161,"20230401","109","總計","-","100","0.331062323645464","8.51666609701541","5.36896312077746","6.83173261329414","27.7179960428226","3.89233211427964","15.7570285471235","12.9447552208538","15.0210391198508","3.61842480033723","28154.6141611707","263319"
162,"20230401","109","行政區域","山地原住民族地區","100","0.412538239504688","8.7689287624185","4.4462454702172","6.2169711987192","21.1344469429986","7.25961011482647","15.0725927795843","12.7102965160116","18.8757834738908","5.10258650182852","8047.49368770073","75265.75"
163,"20230401","109","行政區域","平地原住民族地區","100","0.339441632949348","7.86654953249442","4.21229331386596","6.70428158395097","27.1029502138524","4.74847086287465","20.2394651422727","10.3787475717344","14.9680149469803","3.43978519902498","6481.0880785688","60614.25"
164,"20230401","109","行政區域","非原住民族地區","100","0.278956991187941","8.67689639749213","6.46407300747809","7.255432010609","31.8987907940269","1.49640220026836","14.0292610582318","14.3037060868337","12.7696388075864","2.82684264628567","13626.0323949016","127439"
165,"20230401","109","統計區域","北部地區","100","0.427182738992131","7.41932446007032","5.48143730118868","7.07532856186171","31.3661476644902","2.48357190691445","14.0923216976394","14.8914908756069","14.305782270216","2.45741252302026","10218.2794896516","95568"
166,"20230401","109","統計區域","北部地區_山地原住民族地區","100","0.898276704109398","5.84490336984581","2.37040396288286","5.80827461103747","23.5226400613968","8.59206028047164","11.5642224237773","17.2033070536524","19.003348915091","5.1925626177353","1532.45761793142","14333"
167,"20230401","109","統計區域","北部地區_平地原住民族地區","100","0","7.25677830940989","5.18341307814992","3.90749601275917","30.622009569378","3.50877192982456","8.13397129186603","25.5980861244019","12.9186602870813","2.87081339712919","33.4766501075989","313.5"
168,"20230401","109","統計區域","北部地區_非原住民族地區","100","0.345396464474831","7.69881922604005","6.03362517995835","7.31202461644927","32.7582904419715","1.39765080973536","14.5631877807505","14.44053805231","13.4791124731993","1.97135495511082","8652.34522161264","80921.5"
169,"20230401","109","統計區域","中部地區","100","0.236305181923897","8.55051645119365","6.08174915583083","5.72791323868689","24.9270874142616","4.72921291718747","13.4874291861774","13.0539957340696","19.7824748614816","3.42331585918699","4298.21940867422","40202.25"
170,"20230401","109","統計區域","中部地區_山地原住民族地區","100","0.258473627074251","8.76914858787242","3.74959075009047","4.34235693484741","16.7008426240243","10.4009787534679","12.548033015698","9.57730946185791","30.013957575862","3.63930866920545","1551.03008345335","14508.25"
171,"20230401","109","統計區域","中部地區_平地原住民族地區","100","0","4.63441365273211","3.99248473461719","7.02990449350243","29.1686237670268","6.07483951777047","9.84812901205574","10.5839987474558","27.8064819163927","0.861124158446845","170.711156959564","1596.75"
172,"20230401","109","統計區域","中部地區_非原住民族地區","100","0.238616439635228","8.67837616325514","7.62431397773605","6.47584267914389","29.5988131425785","1.22524354438785","14.2941621969312","15.3108757223335","13.0907053709448","3.46305076305388","2576.47816826131","24097.25"
173,"20230401","109","統計區域","南部地區","100","0.235874660745127","10.8142116950407","5.71971379225265","7.08117443868739","25.299777942265","4.59610165309647","14.0059215396003","12.7268689859363","14.0350357759684","5.4853195164076","5417.21781340268","50662.5"
174,"20230401","109","統計區域","南部地區_山地原住民族地區","100","0.322126402400302","9.83958105160465","5.04357910043901","6.4646167155992","20.478035581162","6.61003377725419","15.6360155725107","12.4708935786403","17.2889841973991","5.84613402299062","2904.66529356888","27163.25"
175,"20230401","109","統計區域","南部地區_平地原住民族地區","100","1.15805275573665","6.69097147758953","0.836371434698692","5.38280077203517","25.627278576024","4.48209307312889","18.4001715633712","18.4645078275788","17.3922367574523","1.56551576238473","124.6054137187","1165.75"
176,"20230401","109","統計區域","南部地區_非原住民族地區","100","0.0828352027223677","12.2148342176551","6.79696420175969","7.91971701703719","31.1471556182417","2.15259587615018","11.793941836255","12.7387109051425","9.9021649092171","5.25108021581929","2387.94710611513","22333.5"
177,"20230401","109","統計區域","東部地區","100","0.323855045603082","8.34902209432766","4.62533938122876","6.94174836202832","26.236160561869","4.74207026613991","20.1668048578257","10.6114552341934","14.0701360776472","3.93340811913704","8220.89744944273","76886.25"
178,"20230401","109","統計區域","東部地區_山地原住民族地區","100","0.294633006684405","9.43474592770459","5.67330780712571","7.5838795509118","23.6225582451814","4.81796352780842","18.790317347005","12.0643779609319","12.628983061847","5.08923356479979","2059.34069274712","19261.25"
179,"20230401","109","統計區域","東部地區_平地原住民族地區","100","0.334125559953596","7.98338496565328","4.28149969802696","6.73725738964949","27.0563494718731","4.72381415840767","20.6310584698005","10.1263072825468","14.5737835266106","3.55241947747803","6152.29485778296","57538.25"
180,"20230401","109","統計區域","東部地區_非原住民族地區","0","","","","","","","","","","","",""
181,"20230401","109","縣市","新北市","100","0.251218893061282","7.02099909841303","6.20081755556139","9.58133102246965","32.8667839605052","1.00575089939865","13.9588421172413","12.9215794403158","14.6792363645913","1.51344064844236","3053.53677596819","28560.75"
182,"20230401","109","縣市","臺北市","100","0.687223616588981","8.29747818812","5.17210469702402","11.6439584080316","42.685550376479","0.531851320664515","5.31552527787738","10.7744711366081","13.9476514879885","0.944185490617904","894.645957678135","8367"
183,"20230401","109","縣市","桃園市","100","0.573373310786807","6.60267432111747","5.40974521478408","4.88468588805366","28.7986869964333","2.59971864209285","17.5791851988689","17.7596521393148","13.6344905006181","2.15778778793003","3762.09545878155","35186.5"
184,"20230401","109","縣市","臺中市","100","0.338160699845622","8.62897890171286","7.41895170183048","7.12930971109314","29.8096008233478","1.23208115856796","14.8423141953981","14.2983165478203","12.5619348673087","3.74035139307506","1817.95320589142","17003.75"
185,"20230401","109","縣市","臺南市","100","0.28045917036264","11.5836159666058","7.83981215757892","12.4315157839812","29.7156274458649","0.645708322462823","10.8400730498304","12.7706757109314","10.937907644143","2.95460474823898","409.785389763722","3833"
186,"20230401","109","縣市","高雄市","100","0.0392156862745098","11.2728758169935","6.62745098039216","6.7140522875817","29.0947712418301","5.33333333333333","11.797385620915","12.0065359477124","12.7483660130719","4.36601307189542","1635.9418634277","15300"
187,"20230401","109","縣市","宜蘭縣","100","0.210496772382823","10.1213864720741","3.13289362896436","5.71147909065394","27.7434746000561","8.921554869492","5.82374403592478","16.1415941622228","20.0954252034802","2.09795116474881","762.101586729141","7126"
188,"20230401","109","縣市","新竹縣","100","0.668851402170409","8.05576447834963","6.37154829698077","5.15740840227786","27.2268185236918","2.86343612334802","11.8163747716772","14.5508756849683","14.6529493929301","8.63597292360589","994.983514055785","9307"
189,"20230401","109","縣市","苗栗縣","100","0","10.6013452464612","4.88404778636683","3.11715691195663","18.1809055315731","7.72512799919687","9.10049191848208","14.5818692902319","30.6645919084429","1.14446340728842","532.494349796898","4980.5"
190,"20230401","109","縣市","彰化縣","100","0","5.06506341624115","4.18382474056992","3.16257618184813","28.9985175424148","1.40833470597925","19.5025531213968","18.5554274419371","17.0812057321693","2.04249711744358","324.457092917394","3035.5"
191,"20230401","109","縣市","南投縣","100","0.268312315535283","8.26580806725695","5.14801896073696","5.45031750290672","19.9946337536893","9.04570253107951","12.3387890170826","9.24067614703515","25.9762096413559","4.27153206332171","1494.44915755055","13976.25"
192,"20230401","109","縣市","雲林縣","100","0","11.0466321243523","7.7720207253886","6.42487046632124","30.860103626943","0","10.6735751295337","19.5440414507772","11.6683937823834","2.01036269430052","128.865602517956","1206.25"
193,"20230401","109","縣市","嘉義縣","100","0.422523766961892","6.69537661493459","2.21012431949297","8.6779881368327","20.8174209799301","19.3873405379053","6.71162752904851","4.41212318192898","26.4646136345169","4.20086129844804","328.952819981171","3076.75"
194,"20230401","109","縣市","屏東縣","100","0.325113427456236","10.9152984432591","5.23985039348686","6.41985818171939","22.8503119821052","3.22849406373672","16.578973583402","14.256993561124","13.7063836338444","6.47872272986606","2952.04393063759","27605.75"
195,"20230401","109","縣市","臺東縣","100","0.197991114545103","8.8785562515522","5.54651066530533","6.66133171445128","26.6004856646155","5.26780540301885","19.1747840724082","11.6111095780789","12.6610833632275","3.40034217279726","3874.93335185197","36239"
196,"20230401","109","縣市","花蓮縣","100","0.436068860747037","7.8769166425773","3.80407038606548","7.19175343965459","25.9113470160958","4.27335182576927","21.0512396287572","9.72021477467725","15.326375093026","4.40866233263013","4345.96409759089","40647.25"
197,"20230401","109","縣市","澎湖縣","100","0","3.69369369369369","4.5045045045045","0.720720720720721","42.7927927927928","0","15.2252252252252","5.4954954954955","13.0630630630631","14.5045045045045","29.6513423698117","277.5"
198,"20230401","109","縣市","基隆市","100","0","5.67150635208711","3.8515829804396","5.9134906231095","33.4240774349667","4.53216374269006","23.7396652550918","16.2986489211535","5.08166969147005","1.48719499899173","530.438197552468","4959"
199,"20230401","109","縣市","新竹市","100","0","15.3025342548806","6.01430823329696","7.37237783436401","34.7156541772766","0","7.69976961319268","3.7710682672487","22.6506608463684","2.47362677337214","220.477998886468","2061.75"
200,"20230401","109","縣市","嘉義市","100","0","14.1352063213345","9.87708516242318","7.46268656716418","28.0509218612818","0","8.73573309920983","6.05794556628622","18.7006145741879","6.97980684811238","60.8424672227093","569.5"
201,"20230401","110","總計","-","99.9999999999981","0.479465734614895","7.82761203345383","5.84621145924343","7.22094619897626","28.2439146174006","3.42404194232923","15.7931594058167","12.9524403944574","14.7493446511044","3.46286356260136","21074.7637846523","267033.333333339"
202,"20230401","110","行政區域","山地原住民族地區","99.9999999999997","0.388758473925538","8.1253153726333","4.92793049735634","6.12316535398519","21.2127860292665","6.86996774972026","14.9518439700752","12.5973541607248","19.9552445097738","4.84763388253877","5996.69380257615","75968.3333333336"
203,"20230401","110","行政區域","平地原住民族地區","99.9999999999993","0.463157661745498","6.81732663405559","5.49259611766524","8.08838177029144","27.2958675490824","4.04004072688635","20.9422519312068","9.9891542530821","12.8405896544854","4.03063370149845","4754.91564012289","60238.6666666672"
204,"20230401","110","行政區域","非原住民族地區","100.000000000001","0.539646707212366","8.1199248877011","6.54226085981677","7.45899780625214","32.7632816023281","1.13942402013867","13.9108079667958","14.5230700241288","12.6052604088373","2.39732571678997","10323.1543419532","130826.333333332"
205,"20230401","110","統計區域","北部地區","100","0.633269712553863","7.22632612034161","5.57840102787678","7.971807971469","31.8706204212532","1.85743295239969","14.0736396397008","14.960827454344","13.8454862582507","1.98218844181073","7758.65307909498","98325.6666666663"
206,"20230401","110","統計區域","北部地區_山地原住民族地區","100","0.885739592559788","6.4472518763694","3.8319891846534","7.57307351638619","22.4604913523845","6.78056967041164","10.8386555405343","17.3488415458487","20.0969651764487","3.73642254440353","1127.96363755168","14300.6666666667"
207,"20230401","110","統計區域","北部地區_平地原住民族地區","100","0","2.88461538461538","0","3.67132867132867","47.9895104895105","0","12.5874125874126","19.8426573426573","10.4020979020979","2.62237762237762","30.1135717120181","381.333333333333"
208,"20230401","110","統計區域","北部地區_非原住民族地區","100","0.592991698913248","7.37931941450042","5.90241939019094","8.05958610135855","33.405996070633","1.02418593159076","14.6335048280205","14.530289203008","12.7923612467173","1.67934611506749","6600.57586983125","83643.6666666665"
209,"20230401","110","統計區域","中部地區","99.9999999999995","0.372851156498497","9.27920942356548","6.80948295773251","4.48576236513015","25.9445012703335","5.74784703203878","11.5229154980697","13.5744217507506","19.7701851057511","2.49282344012933","3189.8030821235","40409.3333333335"
210,"20230401","110","統計區域","中部地區_山地原住民族地區","99.9999999999999","0.351360661384774","9.45918015845676","4.72844184177288","2.71672981972672","16.7068549776094","13.0508669192789","9.76920427144333","8.93328740383511","31.3514754851303","2.93259846136181","1146.63324902965","14515"
211,"20230401","110","統計區域","中部地區_平地原住民族地區","100","0","4.39786272092067","4.93218249075216","4.87053020961775","33.4977394163584","4.39786272092067","14.4677353062063","16.2967529798603","14.7965474722565","2.34278668310727","128.003131077939","1622"
212,"20230401","110","統計區域","中部地區_非原住民族地區","100","0.410618399549558","9.49778211132021","8.17940865457246","5.51794223876296","30.9639232596785","1.4708103876842","12.3748575195353","16.1679278190533","13.1768680390569","2.23986157078705","1915.16670201593","24272.3333333332"
213,"20230401","110","統計區域","南部地區","99.9999999999999","0.390715517907258","8.67233965859058","6.03259610185637","6.63830170704704","26.2815726460516","3.89041942377507","16.0186925513015","11.7195344885296","15.0402945492932","5.31553335564767","4086.92057419763","51785.3333333334"
214,"20230401","110","統計區域","南部地區_山地原住民族地區","100","0.331627135750847","8.29908922692428","4.85425227693269","6.14231129695047","21.4392137072549","6.16754379640978","18.1037175882537","11.0326100016822","18.2046475860909","5.42498738375027","2190.07648047417","27742"
215,"20230401","110","統計區域","南部地區_平地原住民族地區","100","0","3.57142857142857","11.8681318681319","5.46703296703297","25.4395604395604","2.47252747252747","27.1428571428571","7.11538461538462","12.0054945054945","4.91758241758242","95.7732079920511","1213.33333333333"
216,"20230401","110","統計區域","南部地區_非原住民族地區","100","0.483282230982626","9.39699226164405","7.15432909913857","7.3032559497737","32.2105416849175","1.19871514089648","12.8938531172434","12.7989487516426","11.3564023945102","5.20367936925099","1801.0708857314","22830"
217,"20230401","110","統計區域","東部地區","99.9999999999993","0.398189414435017","7.26194677157253","5.55548294625311","8.09492068885892","26.1258435385706","3.89432732563963","20.105515838267","10.8774543759447","13.0622682855636","4.62405081489417","6039.38704923628","76513.0000000006"
218,"20230401","110","統計區域","東部地區_山地原住民族地區","100","0.132229701882127","8.11581261162248","5.98983376837478","7.57487292210469","23.3394010166231","3.31776342904245","17.3530017859596","14.0730182717406","13.8308833630993","6.27318312955076","1532.02043552065","19410.6666666667"
219,"20230401","110","統計區域","東部地區_平地原住民族地區","99.9999999999992","0.489284837431163","6.98151590614143","5.40960798756031","8.26523096348771","27.0205651619841","4.09023417862108","21.0503548338067","9.80498754866534","12.8190289128172","4.06918966948426","4501.0257293409","57022.0000000005"
220,"20230401","110","統計區域","東部地區_非原住民族地區","0","","","","","","","","","","","",""
221,"20230401","110","縣市","新北市","100","0.402941243426595","6.85000113825212","5.58540305506865","10.5003756231931","32.5836046167505","0.2242356637148","13.9128554192183","14.5958066792634","14.4000273180504","0.944749243062356","2310.53162614939","29284.6666666666"
222,"20230401","110","縣市","臺北市","100","1.78158353962907","9.89002069721196","9.04184083438172","13.0270687066272","38.6429122194716","0.596566697780123","6.56629195243699","7.28054867903088","12.097723306684","1.07544336674648","648.208337066922","8213.66666666667"
223,"20230401","110","縣市","桃園市","99.9999999999997","0.712400332453486","6.03987615194218","5.13384906246288","6.02069614299152","30.7546876855209","1.77278082729771","17.8940350172163","16.7204011361871","12.6670259112787","2.28424773264894","2879.55543301215","36496.3333333334"
224,"20230401","110","縣市","臺中市","99.9999999999998","0.439850884632832","10.3295922996509","8.90747352018775","5.04546440758199","32.128838833113","1.23276593226691","11.085031262944","14.3257263456873","14.5900313615653","1.91522515236987","1333.50567496389","16899.6666666667"
225,"20230401","110","縣市","臺南市","99.9999999999999","1.20793068977008","11.3878707097634","7.13928690436521","7.85571476174608","32.9890036654448","0.62479173608797","10.9296901032989","16.3112295901366","9.73842052649116","1.8160613128957","315.652291025701","4001.33333333334"
226,"20230401","110","縣市","高雄市","99.9999999999999","0.27314883435323","8.11400258326804","6.50475363669087","7.78156562983039","31.0669744002371","3.55728714506532","12.7596502000974","12.7998814237618","12.6347216634552","4.50801448324052","1242.26632546488","15742.3333333333"
227,"20230401","110","縣市","宜蘭縣","99.9999999999999","0","8.79909035248841","3.23624595469255","7.07163474153765","29.3448788594419","6.88795591708212","7.57893816146242","13.3866876585323","20.4233359573165","3.27123239744599","601.198457577301","7622.00000000001"
228,"20230401","110","縣市","新竹縣","100","0.822363074922802","9.79034617259874","6.52689744839916","5.62652364700147","27.4305216967333","3.00666341621973","10.2096538274013","17.3053794896798","15.4786283113928","3.8030229156509","809.872728073076","10255"
229,"20230401","110","縣市","苗栗縣","100","0.759887885393958","9.46745562130178","4.24789785113672","3.15166614761757","24.4098411709748","6.07910308315167","12.3824353783868","19.3148551853005","19.5702273435067","0.616630333229524","422.398894944234","5351.66666666667"
230,"20230401","110","縣市","彰化縣","100","0.842945874001774","7.0430346051464","5.63442768411712","4.34782608695652","31.6326530612245","1.60825199645075","15.7386867790594","19.4321206743567","11.8566992014197","1.86335403726708","237.224811715171","3005.33333333334"
231,"20230401","110","縣市","南投縣","99.9999999999999","0.0731149319559423","8.29972405009551","5.70532323875563","4.36095190924314","17.674945163801","12.0851906884596","10.8563881223614","8.51906884596334","28.2884030283733","4.13689002099105","1116.04235652314","14133"
232,"20230401","110","縣市","雲林縣","100","0","11.0493625367767","4.2497548218372","4.34782608695652","29.3559986923831","3.20366132723112","11.0820529584832","23.7986270022883","11.9320039228506","0.9807126511932","80.631343977076","1019.66666666667"
233,"20230401","110","縣市","嘉義縣","100","2.24181086081184","7.16073566220481","6.23571661769507","11.6334748068343","14.4847099793231","23.0928283817608","6.98661443029709","3.26477309826967","21.7325062574818","3.16682990532158","241.896335459399","3063"
234,"20230401","110","縣市","屏東縣","100","0.149750023582681","8.88241675313652","5.52188472785588","5.38982171493256","23.5685312706349","2.53985473068579","19.6762097915291","11.5543344967456","16.2767663427979","6.44043014809925","2231.16968458802","28269.3333333333"
235,"20230401","110","縣市","臺東縣","100","0.181040938000588","7.38760770040097","5.65587056046864","7.489976398328","26.0822172301685","4.91180178386936","18.9420005497579","11.4690856010844","13.5335210092796","4.3468782286424","2775.74278046794","35166.9999999999"
236,"20230401","110","縣市","花蓮縣","100","0.582885889807963","7.15506538318903","5.4700978732324","8.60945839178317","26.1629500636902","3.02891049517084","21.0951482610168","10.3742401522114","12.6614424611813","4.85980102871701","3263.64426876835","41346"
237,"20230401","110","縣市","澎湖縣","100","0","0","4.42857142857143","0","51.1428571428571","0","21.1428571428571","1.57142857142857","10.5714285714286","11.1428571428571","18.4282218257583","233.333333333333"
238,"20230401","110","縣市","基隆市","99.9999999999999","0.321223709369025","5.69024856596558","3.58699808795411","6.01912045889101","37.3843212237093","4.91013384321224","18.5697896749522","10.5621414913958","11.434034416826","1.52198852772467","344.059657080512","4358.33333333333"
239,"20230401","110","縣市","新竹市","100","0","7.63480197232385","7.66661364720853","5.6147606171465","34.2452680133609","0.82710354700175","12.3906473675839","22.9203117544139","6.56911086368698","2.13138221727374","165.226840135577","2095.66666666666"
240,"20230401","110","縣市","嘉義市","100","0","5.81232492997199","10.9243697478992","3.8515406162465","36.484593837535","0.910364145658263","4.97198879551821","6.58263305322129","24.859943977591","5.60224089635854","37.5077158338739","476"
