Seq,DateListed,年度,類別,項目別,總計,民意代表_主管及經理人員,專業人員,技術員及助理專業人員,事務支援人員,服務及銷售工作人員,農_林_漁_牧業生產人員,技藝有關工作人員,機械設備操作及組裝人員,基層技術工及勞力工,其他,沒有換過工作,樣本數_人,母體數_人
152,"20230401","108","個人每月收入","3萬元 ~ 未滿4萬元","100","0.246464919826411","9.3920854153981","6.45254825396519","7.29922774325121","22.6235465818698","3.51752156165328","18.2931740493381","14.0008183279691","14.0613874847369","4.11322566199189","","8442.64490412077","77597.25"
153,"20230401","108","個人每月收入","4萬元 ~ 未滿5萬元","100","0.685237369304446","14.9805207804007","6.9593939113965","4.57107220400055","17.4458354506398","2.71862151799326","21.9106573659168","15.5433393387844","10.8090420535563","4.37628000800727","","3532.89321134738","32470.5"
154,"20230401","108","個人每月收入","5萬元 ~ 未滿6萬元","100","1.07092184797186","16.1085304464442","10.3477094711473","5.6403179724398","17.9277370702222","3.19332957571281","14.5381042156615","18.3009076597151","8.15533225787643","4.71710948280889","","1400.69798474243","12862.75"
155,"20230401","108","個人每月收入","6萬元 ~ 未滿7萬元","100","0.593649149368501","19.4270688075222","9.68166062392924","4.90059364914937","25.646440097215","2.74114506554046","16.5903024024862","9.45057572014821","5.82094904179449","5.14761544284633","","683.528056608986","6274.75"
156,"20230401","108","個人每月收入","7萬元及以上","100","5.52073149692334","22.6004945655299","12.8932083501064","4.23831157628386","23.3998504801886","2.43257231583185","8.55138305825522","8.16608200586578","4.68687101040888","7.51049514060613","","472.911036795234","4347.25"
157,"20230401","109","總計","-","100","0.331062323645464","8.51666609701541","5.36896312077746","6.83173261329414","27.7179960428226","3.89233211427964","15.7570285471235","12.9447552208538","15.0210391198508","3.61842480033723","","28154.6141611707","263319"
158,"20230401","109","性別","男","100","0.442514421638606","4.62318364440268","4.81810289607427","3.64528366991471","19.6422442510751","4.74064910680364","24.5899262353604","14.8894815184613","16.6075974458604","6.00101681040891","","14563.8588107451","136210.25"
159,"20230401","109","性別","女","100","0.211629805186504","12.6889376223116","5.95926716296085","10.2463441737882","36.3720042876671","2.98327219801941","6.29165970084672","10.8607786639393","13.3208768082449","1.06522957703541","","13590.7553504259","127108.75"
160,"20230401","109","年齡","15 ~ 24歲","100","0.0908250349799121","7.49511099473869","4.37105708885307","6.11309762463895","48.3156456350797","0.766694214199799","10.6797149239443","6.22601523569506","13.6703951298143","2.27144411805618","","3267.34120996124","30553.25"
161,"20230401","109","年齡","15 ~ 19歲","100","0","1.78813762273489","1.12556877145366","3.12524946116389","53.7878183124451","0.271413746307975","13.259359782869","4.66991298794604","21.577392831484","0.395146483595434","","669.811245609987","6263.5"
162,"20230401","109","年齡","20 ~ 24歲","100","0.114245720931669","8.96674523204232","5.20795808931751","6.88356199631532","46.9045585071892","0.894410193600181","10.0145122942805","6.6272810547659","11.6314494797188","2.75527743183853","","2597.52996435124","24289.75"
163,"20230401","109","年齡","25 ~ 34歲","100","0.239083020765138","11.1790301403754","7.5269556159191","9.25262141330257","34.9267378731377","1.65766639056978","10.9030538244241","8.44784119968315","11.5598991583265","4.30711136349662","","7389.81806207189","69118.25"
164,"20230401","109","年齡","25 ~ 29歲","100","0.136353817906901","11.9734852575872","7.57641213953991","10.0517064477805","37.0639377902581","1.34193757425208","10.8171778809807","6.59493465817043","10.7928772005616","3.65117723296252","","3959.54387899651","37036"
165,"20230401","109","年齡","30 ~ 34歲","100","0.357674414980246","10.2619049474398","7.46986261873778","8.33015140770987","32.4595375947759","2.0221462023393","11.002189684327","10.5868509845787","12.4453552977114","5.06432684740004","","3430.2741830754","32082.25"
166,"20230401","109","年齡","35 ~ 44歲","100","0.458185585083071","9.79792747990684","5.96220783877663","7.2168757176128","26.1585937867861","2.17357446330712","15.8361977478277","14.4065862819598","14.1530448514791","3.83680624726085","","7379.88080342628","69022.25"
167,"20230401","109","年齡","35 ~ 39歲","100","0.186025958104959","10.0325723612467","6.37762556752172","7.31987199133304","27.9687533409834","2.0698060625931","15.1942581413085","14.7152947549233","13.2406292096391","2.89516261234614","","3750.50057595734","35075.75"
168,"20230401","109","年齡","40 ~ 44歲","100","0.739398759813236","9.55547700057443","5.53297099848291","7.11045321314421","24.2882182257376","2.2807947800215","16.4994918474659","14.0876084426966","15.0958125285376","4.80977420352614","","3629.38022746898","33946.5"
169,"20230401","109","年齡","45 ~ 54歲","100","0.253453864726781","7.2919121537798","4.4888013410822","5.95171926204906","20.3003205969061","4.36385303233093","19.8979070046644","16.6150124725981","17.2873321979786","3.54968807388402","","6011.66885160843","56223.25"
170,"20230401","109","年齡","45 ~ 49歲","100","0.246435486710086","7.70404271548436","4.85410851543575","6.28242847922482","22.7131373584463","3.8591461932423","19.5681511470985","15.3636599860856","15.9051474840949","3.50374263417742","","3189.10031969614","29825.25"
171,"20230401","109","年齡","50 ~ 54歲","100","0.261383438139253","6.82627471778165","4.07606636866429","5.57807409652246","17.5742480490946","4.93408591559967","20.2704750359876","18.0288279415107","18.8489658307448","3.601598605955","","2822.56853191234","26398"
172,"20230401","109","年齡","55 ~ 64歲","100","0.598856659542815","4.1693412576745","2.61291808577319","3.94127730914748","12.1198619533451","10.6835121848073","23.3493682930697","19.2411965050333","20.3452676730681","2.93840007853858","","3539.77335837998","33104.75"
173,"20230401","109","年齡","55 ~ 59歲","100","0.854004252303331","5.03543586109142","2.1119773210489","4.8665249232223","13.1821403260099","8.25183085282306","24.3656980864635","19.1294590125207","19.4129459012521","2.78998346326482","","2263.01891551578","21165"
174,"20230401","109","年齡","60 ~ 64歲","100","0.146569233024142","2.63405850206244","3.50091082309094","2.30113695847903","10.2368140036433","14.9940325383697","21.5477711007349","19.4392679913734","21.9979480307377","3.20149081848447","","1276.75444286419","11939.75"
175,"20230401","109","年齡","65歲及以上","100","0.410590400679598","3.14314030865072","1.80282221907594","1.77450563971872","11.3832649015999","26.0276558591722","15.9469536080042","13.0209070744254","21.9547878616263","4.53537212704705","","566.131875723571","5297.25"
176,"20230401","109","教育程度","小學及以下","100","0","0.255416846032429","0.226718324006314","0.520878174773999","8.7831826660927","17.5620605538815","22.726359592481","19.0156406945042","29.8177643851342","1.0919787630937","","1865.26762586393","17422.5"
177,"20230401","109","教育程度","國(初)中","100","0.0579342169560859","0.736520219041718","0.871532133339379","1.12241248154921","17.6311454350356","7.31230573145727","27.3912977768374","18.7666560873749","24.9515115792868","1.15868433912172","","5305.71094317967","49625.25"
178,"20230401","109","教育程度","高級中等(高中、高職)","100","0.226981274044891","2.48079533438491","3.52970879902408","4.49712898685858","32.0213582379454","2.74452357680491","17.864026217837","15.2717400814433","16.1369187042069","5.22681878745004","","10690.1058773228","100008.25"
179,"20230401","109","教育程度","專科","100","0.303223011769477","14.2376567957899","7.70315480963309","8.69669403968627","30.5573220523313","1.01658049234569","10.947364540419","11.2745504649727","8.51420724232956","6.74924655072303","","2902.53826469437","27125.25"
180,"20230401","109","教育程度","大學及以上","100","0.772009502768025","22.6692364157063","11.6376364576516","15.1653763681925","32.3907705992746","0.781411023644825","4.48922621867214","4.52538591435215","5.10321785131856","2.46572964841928","","7390.99145011046","69137.75"
181,"20230401","109","婚姻狀況","未婚","100","0.227721307240685","10.3588115355388","6.1587578655391","8.33841191975583","36.3654375233552","1.41748989925589","13.1408737175002","8.64914617049504","12.4333827398284","2.90996732149082","","10659.0789553994","99683.25"
182,"20230401","109","婚姻狀況","有配偶","100","0.438921185838779","8.19144178845352","5.32285885001146","6.0763151664556","21.7500854919262","5.40759919881852","17.2887222057293","15.5527663684157","15.7408486060119","4.23044113833909","","14225.1221130596","133053.5"
183,"20230401","109","婚姻狀況","離婚或分居","100","0.158352250705941","3.71629477880516","3.35197386634184","5.40058689995017","27.8434195227285","3.56680139527158","18.4375173024749","16.1475001384198","17.4475388959637","3.93001494933835","","2413.76795345226","22576.25"
184,"20230401","109","婚姻狀況","喪偶","100","0.312265800649513","4.52160879340495","1.9891331501374","4.66212840369723","18.8764676492631","10.4421683737197","15.3166375218586","14.0550836872346","28.4349238071446","1.38958281289033","","856.645139259946","8006"
185,"20230401","109","個人每月收入","未滿1萬元","100","0","4.29769657654005","2.23753896054532","5.91693485036617","30.7148468185389","11.6083419912323","9.89787902592302","8.80318272812508","25.132402503611","1.39117654511821","","1054.9961350484","9865.75"
186,"20230401","109","個人每月收入","1萬元 ~ 未滿2萬元","100","0.0548887587822014","3.04083723653396","1.78937353629977","3.99956088992974","29.9973165495706","9.77995706479313","15.2493169398907","12.9635050741608","21.8335284933646","1.29171545667447","","2190.44149810612","20496"
187,"20230401","109","個人每月收入","2萬元 ~ 未滿3萬元","100","0.106044817750271","4.79122590966981","3.63289020808993","7.28472638858189","33.660414495774","3.6073657730483","12.6038081404528","12.7672171524203","18.4657446293431","3.08056248486954","","10160.7622779921","95007"
188,"20230401","109","個人每月收入","3萬元 ~ 未滿4萬元","100","0.178029718751607","9.14057278009152","6.99618232299861","7.57943853154404","25.7956707285722","2.58175227518124","17.9742531749704","13.2879582497815","12.4347652835621","4.03137693454676","","8318.06187648028","77796"
189,"20230401","109","個人每月收入","4萬元 ~ 未滿5萬元","100","0.748081365024961","13.3164443782132","7.79003054913941","6.62841815065941","17.6886968184189","3.07950227255793","22.6138141718203","13.8432307577677","10.037255048059","4.25452648833917","","3586.81547194956","33552.5"
190,"20230401","109","個人每月收入","5萬元 ~ 未滿6萬元","100","0.82400604271098","16.4749708164527","7.72505665041544","6.9096340039827","19.2954748334821","2.16301586211632","16.4251871180389","16.3015862116322","8.05465906749983","5.82640939366889","","1556.95944560625","14563"
191,"20230401","109","個人每月收入","6萬元 ~ 未滿7萬元","100","0.932684509326845","24.5782643957826","8.3698296836983","5.42173560421736","22.7331711273317","2.2992700729927","12.9075425790754","8.98215733982157","9.23357664233577","4.54176804541768","","659.105007498412","6165"
192,"20230401","109","個人每月收入","7萬元及以上","100","3.28154926580123","22.698446477974","6.82698446477974","3.46882315386252","27.4781868482656","2.95807618642264","11.1725899127474","8.8657161098106","4.61800383060226","8.63162374973399","","627.4724484901","5873.75"
193,"20230401","110","總計","-","99.9999999999981","0.479465734614895","7.82761203345383","5.84621145924343","7.22094619897626","28.2439146174006","3.42404194232923","15.7931594058167","12.9524403944574","14.7493446511044","3.46286356260136","","21074.7637846523","267033.333333339"
194,"20230401","110","性別","男","99.9999999999997","0.612272029586297","4.00575289155315","5.16769195441195","3.62818916861047","19.7737518279933","4.18438259146008","25.2711473151158","14.7356207925937","16.5129742207611","6.10821720791383","","10883.5891028995","137901.666666667"
195,"20230401","110","性別","女","100.000000000001","0.33763987661173","11.9090334155063","6.57081273635442","11.0577059590342","37.2893300120037","2.61206262342056","5.67147226990544","11.0481549839312","12.8659378670351","0.637850256198459","","10191.1746817527","129131.666666666"
196,"20230401","110","年齡","15 ~ 24歲","100","0.123510441206743","6.86054756295602","5.30294366551543","6.94517508748656","47.4108551954438","0.882870931588939","10.6150362526017","5.93307563870909","13.8354566455479","2.09052857894376","","2301.1906596418","29147.3333333333"
197,"20230401","110","年齡","15 ~ 19歲","100","0","1.51629582292453","1.22000813338756","2.5097310172544","55.1211293789578","1.1270551327485","12.7171323999303","7.68024167780167","18.1084064369953","0","","452.961113586175","5737.66666666666"
198,"20230401","110","年齡","20 ~ 24歲","99.9999999999997","0.153782625411155","8.17041393156671","6.30366372865909","8.03229435133633","45.5210810348999","0.823021828589327","10.0998163151974","5.50484842444004","12.7881644334961","2.60291332640362","","1848.22954605563","23409.6666666667"
199,"20230401","110","年齡","25 ~ 34歲","99.9999999999997","0.515901158344109","9.86933285126933","7.11090716096764","9.4062733210036","35.785370285391","1.40818303598329","10.8603451392655","9.67048146139546","11.1310426024038","4.242162983976","","5674.13600299047","71913.0000000001"
200,"20230401","110","年齡","25 ~ 29歲","100.000000000001","0.646510578475105","9.87989655830748","6.61002829026158","10.1662703715918","37.4707117690962","1.09689848482219","10.6288074700176","8.0011107832758","11.3126334241631","4.18713226998978","","3030.49539178005","38411.3333333332"
201,"20230401","110","年齡","30 ~ 34歲","100","0.366150937764291","9.85722103377945","7.68518979155269","8.53489876125569","33.8530421372072","1.76508631411373","11.1258146360878","11.5844982836675","10.9228396597185","4.3052584448535","","2643.64061121035","33501.6666666666"
202,"20230401","110","年齡","35 ~ 44歲","100","0.525894647539719","9.24003162116303","6.44522211938917","8.3135701064322","26.019011260219","1.78158260064785","15.7064630572266","13.6949521826315","14.749151627333","3.52412077741786","","5458.42333262077","69152"
203,"20230401","110","年齡","35 ~ 39歲","99.9999999999998","0.478713650095066","10.354112980282","6.79657565316423","8.08504888477091","27.4526835953711","1.44000154423758","14.3739564331972","13.5014621999594","14.372026136221","3.14541892270125","","2726.16059186048","34537.0000000001"
204,"20230401","110","年齡","40 ~ 44歲","100","0.572969329288844","8.12846068660023","6.09466031104049","8.54157638788579","24.5885695026241","2.1223939525254","17.0359670663007","13.8880061630315","15.1254273195628","3.90196928114016","","2732.26274076031","34615"
205,"20230401","110","年齡","45 ~ 54歲","99.9999999999992","0.557393977798113","6.51740242671731","5.88197329202746","6.4487549578727","21.8122931774976","3.9510432068342","20.5021239644205","15.083081039217","15.9754981341969","3.27043582341756","","4483.16567364434","56812.0000000005"
206,"20230401","110","年齡","45 ~ 49歲","100","0.56794137954075","6.78968351188225","6.63266442459746","6.86874986079871","24.1742577785698","2.67600614713024","19.2910755250675","14.4825051782891","15.0081293570013","3.50898683712334","","2362.21080818975","29932.6666666665"
207,"20230401","110","年齡","50 ~ 54歲","100","0.54564845358268","6.21419182023366","5.04600808551801","5.98105111733924","19.1820233636748","5.37091693742406","21.8507403457428","15.7518787668345","17.0527542845805","3.00478682507008","","2120.9548654546","26879.3333333332"
208,"20230401","110","年齡","55 ~ 64歲","100","0.510159118727052","4.54443084455326","3.01787025703795","2.77894736842106","14.308935128519","8.43574051407592","22.4264381884946","20.4709914320686","20.1057527539781","3.40073439412486","","2687.02405411565","34041.6666666665"
209,"20230401","110","年齡","55 ~ 59歲","100","0.418299433974","4.97605274615911","3.1924488399577","3.10070286745039","14.987248864838","7.8061827455371","23.6067052310754","19.7502643528022","18.8281395782795","3.3339553399266","","1692.48434606184","21436"
210,"20230401","110","年齡","60 ~ 64歲","100","0.666366977814211","3.81045561519952","2.72099849274136","2.2318005129968","13.1554591850226","9.50630668746861","20.4193881058783","21.6965914800222","22.2783404289076","3.51429251394875","","994.539708053788","12605.6666666667"
211,"20230401","110","年齡","65歲及以上","100","0.32398614679924","2.78181208803486","2.11149592224333","2.26231705954642","10.2502513685622","25.5558038208022","18.8638140989834","15.0094961456821","20.5898782258966","2.25114512344989","","470.82406163933","5967.33333333333"
212,"20230401","110","教育程度","小學及以下","99.9999999999998","0.211221950352385","0.26559591776983","0.869983478679129","0.453813497291757","11.3808896417592","16.8663864316038","23.1904971035405","16.9981387372691","28.9353158918376","0.828157349896479","","1256.31892166871","15939"
213,"20230401","110","教育程度","國(初)中","99.9999999999997","0.112974112395464","0.365099265668268","1.36051141451855","0.959591088822448","16.8489866773211","5.6493944863122","28.5397407106347","18.8673656365815","26.2237714065276","1.07256520121791","","3822.23671112902","48388.6666666668"
214,"20230401","110","教育程度","高級中等(高中、高職)","100.000000000001","0.396982693104366","2.22244740426371","3.32785942282534","4.89522577645586","33.1772623095931","2.49485144442691","17.8606447690379","15.2665476513349","15.1136556681798","5.24452286077892","","8825.71624249278","111843.666666666"
215,"20230401","110","教育程度","專科","100","0.42005541156493","17.5201835135699","12.9934161527691","10.6562993416153","31.5309679149165","1.31081121339411","6.43638096940448","6.97709059492955","6.86239461375757","5.29240027407871","","1766.05403168086","22378"
216,"20230401","110","教育程度","大學及以上","99.9999999999996","0.954967583669173","20.8472051866128","11.9512100149913","15.8956836633373","31.0890134922024","0.931117730662145","4.74612074839863","6.0048089091369","5.32241107411948","2.25746159686933","","5404.43787768096","68484.0000000003"
217,"20230401","110","婚姻狀況","未婚","100","0.38863192827944","9.21396925205991","6.80021900433644","9.03023401889756","36.7735824339714","1.42117691318091","12.6192851456615","8.87538586078449","12.2985042541257","2.57901118870315","","7832.5378507737","99236.9999999996"
218,"20230401","110","婚姻狀況","有配偶","100.000000000001","0.594305721920212","7.68887574136676","5.74059076558997","6.43091650622924","22.8406407153978","4.48432885401567","17.6979927936492","15.2409956984973","15.0668987958703","4.21445440746438","","10848.4131222781","137471.333333332"
219,"20230401","110","婚姻狀況","離婚或分居","100","0.287701502276402","3.70156159629845","3.51025492725898","5.37586569975235","27.6178612211001","3.41237709658763","18.0718067357744","16.0979371505688","18.3016713381086","3.62296273227448","","1774.04517134516","22477"
220,"20230401","110","婚姻狀況","喪偶","100","0.165647298674822","4.54468229697588","2.32330954808019","3.46585117227319","16.8280665987088","10.2106693849813","16.0338090383962","15.4094461433911","30.0033978933062","1.01512062521237","","619.767640255256","7847.99999999999"
221,"20230401","110","個人每月收入","未滿1萬元","100","0","4.6112988894254","3.23112827941413","8.32528569129246","28.613391276356","8.40978593272172","12.5502977627555","10.0796716562047","22.8995654273298","1.27957508450024","","654.034180594892","8284"
222,"20230401","110","個人每月收入","1萬元 ~ 未滿2萬元","99.9999999999998","0","2.81602100295353","3.44579706521229","4.16621087340406","30.1901829944835","8.47462924473752","12.9127533559407","10.2592552077636","25.472332046694","2.26281820881061","","1684.13908723804","21330.3333333334"
223,"20230401","110","個人每月收入","2萬元 ~ 未滿3萬元","100","0.155037617797288","3.99378376487312","4.07737886995622","7.40718917903715","35.6498138443805","3.42666278765739","12.1577480141559","12.7823176098429","17.7221622776168","2.62790603468276","","7141.8761462926","90515.6666666666"
224,"20230401","110","個人每月收入","3萬元 ~ 未滿4萬元","100","0.305506508438387","8.08894181415024","7.3461175214553","8.49258818215417","26.1249127417568","2.70069395967644","17.2660452510985","13.9067055393587","12.2814437646286","3.48704471728331","","6407.2792737784","81176.6666666663"
225,"20230401","110","個人每月收入","4萬元 ~ 未滿5萬元","99.9999999999999","0.553104275370749","11.7333285600494","7.21631031118828","6.613981545291","18.1692069487081","2.44690467453662","24.7384389571568","13.5197300707937","10.7354138884662","4.27358076843904","","2939.59986770151","37244.3333333334"
226,"20230401","110","個人每月收入","5萬元 ~ 未滿6萬元","99.9999999999999","2.27656698766683","17.2495353944923","8.30587937151545","6.64597060314241","19.9146815340429","1.59021794221997","16.6434363912823","13.923382328096","8.33122149011656","5.11910795742523","","1245.61079506684","15784"
227,"20230401","110","個人每月收入","6萬元 ~ 未滿7萬元","100","2.52818585582508","24.7807766769161","6.6222525908211","3.53034961849448","22.2924496071063","1.9075276164446","13.4267167748548","14.5029039972668","4.58945450404283","5.819382758228","","462.079788050126","5853.99999999999"
228,"20230401","110","個人每月收入","7萬元及以上","100","2.61043198753227","17.459699021088","8.30370622899723","5.64457215214533","28.042663030244","1.03735450250816","10.6901086056592","9.10242049383919","6.75497978863294","10.3540641893537","","540.144645929935","6844.33333333333"
